,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
31299,Miller Genuine Draft,11118,Miller Genuine Draft (MGD),1.4,2,3,4,2,3
31300,Miller Genuine Draft,10280,Miller Genuine Draft (MGD),1.4,2,2,2,2,6
31301,Miller Genuine Draft,12109,Miller Genuine Draft (MGD),1.3,3,4,2,1,3
31302,Miller Genuine Draft,11735,Miller Genuine Draft (MGD),2.1,4,3,4,2,8
31303,Miller Genuine Draft,9507,Miller Genuine Draft (MGD),0.7,1,1,2,1,2
31304,Miller Genuine Draft,11208,Miller Genuine Draft (MGD),1.9,3,2,3,2,9
31305,Miller Genuine Draft,11232,Miller Genuine Draft (MGD),1.6,4,2,3,2,5
31306,Miller Genuine Draft,6843,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31307,Miller Genuine Draft,11842,Miller Genuine Draft (MGD),3.1,5,4,5,3,14
31308,Miller Genuine Draft,10463,Miller Genuine Draft (MGD),1.5,3,2,3,2,5
31309,Miller Genuine Draft,10892,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31310,Miller Genuine Draft,9953,Miller Genuine Draft (MGD),1.0,2,2,2,1,3
31311,Miller Genuine Draft,11221,Miller Genuine Draft (MGD),2.9,5,3,6,3,12
31312,Miller Genuine Draft,3493,Miller Genuine Draft (MGD),2.3,3,3,5,2,10
31313,Miller Genuine Draft,10168,Miller Genuine Draft (MGD),1.7,2,2,5,2,6
31314,Miller Genuine Draft,11244,Miller Genuine Draft (MGD),0.9,1,2,2,1,3
31315,Miller Genuine Draft,10233,Miller Genuine Draft (MGD),1.1,1,2,3,2,3
31316,Miller Genuine Draft,6927,Miller Genuine Draft (MGD),2.0,4,2,4,2,8
31317,Miller Genuine Draft,8608,Miller Genuine Draft (MGD),0.7,1,2,1,1,2
31318,Miller Genuine Draft,10828,Miller Genuine Draft (MGD),2.1,4,2,5,2,8
31319,Miller Genuine Draft,6620,Miller Genuine Draft (MGD),1.6,3,1,3,2,7
31320,Miller Genuine Draft,8098,Miller Genuine Draft (MGD),1.9,4,2,4,2,7
31321,Miller Genuine Draft,11147,Miller Genuine Draft (MGD),1.2,1,1,2,1,7
31322,Miller Genuine Draft,11017,Miller Genuine Draft (MGD),3.5,5,2,9,3,16
31323,Miller Genuine Draft,10724,Miller Genuine Draft (MGD),1.6,3,1,3,2,7
31324,Miller Genuine Draft,10305,Miller Genuine Draft (MGD),3.0,6,2,5,3,14
31325,Miller Genuine Draft,3307,Miller Genuine Draft (MGD),3.5,7,4,6,3,15
31326,Miller Genuine Draft,9711,Miller Genuine Draft (MGD),1.1,2,2,1,2,4
31327,Miller Genuine Draft,8288,Miller Genuine Draft (MGD),2.1,4,2,4,2,9
31328,Miller Genuine Draft,11003,Miller Genuine Draft (MGD),2.2,3,3,4,2,10
31329,Miller Genuine Draft,10630,Miller Genuine Draft (MGD),1.6,2,2,3,2,7
31330,Miller Genuine Draft,9386,Miller Genuine Draft (MGD),1.6,3,2,3,3,5
31331,Miller Genuine Draft,1786,Miller Genuine Draft (MGD),1.6,3,2,3,2,6
31332,Miller Genuine Draft,10617,Miller Genuine Draft (MGD),2.9,4,3,7,2,13
31333,Miller Genuine Draft,10082,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31334,Miller Genuine Draft,10419,Miller Genuine Draft (MGD),2.6,5,3,5,2,11
31335,Miller Genuine Draft,10498,Miller Genuine Draft (MGD),2.0,4,1,6,3,6
31336,Miller Genuine Draft,9758,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31337,Miller Genuine Draft,9699,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31338,Miller Genuine Draft,9903,Miller Genuine Draft (MGD),1.6,4,2,4,2,4
31339,Miller Genuine Draft,10612,Miller Genuine Draft (MGD),2.5,5,3,4,3,10
31340,Miller Genuine Draft,4000,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31341,Miller Genuine Draft,10260,Miller Genuine Draft (MGD),2.8,3,2,7,4,12
31342,Miller Genuine Draft,9747,Miller Genuine Draft (MGD),0.8,2,1,1,2,2
31343,Miller Genuine Draft,10228,Miller Genuine Draft (MGD),0.6,2,1,1,1,1
31344,Miller Genuine Draft,10364,Miller Genuine Draft (MGD),1.3,2,3,1,2,5
31345,Miller Genuine Draft,10356,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31346,Miller Genuine Draft,9509,Miller Genuine Draft (MGD),1.3,2,2,3,2,4
31347,Miller Genuine Draft,7062,Miller Genuine Draft (MGD),1.3,2,3,2,2,4
31348,Miller Genuine Draft,10241,Miller Genuine Draft (MGD),1.0,1,1,3,2,3
31349,Miller Genuine Draft,10124,Miller Genuine Draft (MGD),1.2,3,2,2,2,3
31350,Miller Genuine Draft,6692,Miller Genuine Draft (MGD),1.5,4,1,2,2,6
31351,Miller Genuine Draft,9327,Miller Genuine Draft (MGD),0.7,2,1,2,1,1
31352,Miller Genuine Draft,9658,Miller Genuine Draft (MGD),1.2,2,1,3,1,5
31353,Miller Genuine Draft,3787,Miller Genuine Draft (MGD),0.7,1,1,2,1,2
31354,Miller Genuine Draft,10070,Miller Genuine Draft (MGD),1.6,2,2,3,2,7
31355,Miller Genuine Draft,1680,Miller Genuine Draft (MGD),1.1,1,3,2,1,4
31356,Miller Genuine Draft,10045,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31357,Miller Genuine Draft,9984,Miller Genuine Draft (MGD),1.8,3,3,3,2,7
31358,Miller Genuine Draft,9605,Miller Genuine Draft (MGD),1.2,2,2,3,2,3
31359,Miller Genuine Draft,8130,Miller Genuine Draft (MGD),2.4,1,2,6,3,12
31360,Miller Genuine Draft,8462,Miller Genuine Draft (MGD),1.3,3,1,4,1,4
31361,Miller Genuine Draft,8644,Miller Genuine Draft (MGD),1.2,2,3,2,2,3
31362,Miller Genuine Draft,7710,Miller Genuine Draft (MGD),1.5,2,2,3,2,6
31363,Miller Genuine Draft,9091,Miller Genuine Draft (MGD),0.6,1,1,1,1,2
31364,Miller Genuine Draft,5981,Miller Genuine Draft (MGD),1.7,2,3,5,2,5
31365,Miller Genuine Draft,9813,Miller Genuine Draft (MGD),0.9,1,2,2,2,2
31366,Miller Genuine Draft,9776,Miller Genuine Draft (MGD),1.6,1,2,3,1,9
31367,Miller Genuine Draft,9058,Miller Genuine Draft (MGD),1.6,2,2,3,3,6
31368,Miller Genuine Draft,2602,Miller Genuine Draft (MGD),1.5,2,3,3,2,5
31369,Miller Genuine Draft,9694,Miller Genuine Draft (MGD),1.4,1,1,4,2,6
31370,Miller Genuine Draft,6315,Miller Genuine Draft (MGD),2.2,4,3,4,3,8
31371,Miller Genuine Draft,9651,Miller Genuine Draft (MGD),4.8,8,5,10,5,20
31372,Miller Genuine Draft,9017,Miller Genuine Draft (MGD),2.3,2,3,5,3,10
31373,Miller Genuine Draft,9074,Miller Genuine Draft (MGD),1.4,2,2,3,2,5
31374,Miller Genuine Draft,6661,Miller Genuine Draft (MGD),2.0,3,1,5,2,9
31375,Miller Genuine Draft,9506,Miller Genuine Draft (MGD),2.8,4,3,5,3,13
31376,Miller Genuine Draft,9474,Miller Genuine Draft (MGD),2.7,7,3,7,2,8
31377,Miller Genuine Draft,4806,Miller Genuine Draft (MGD),1.2,2,1,3,2,4
31378,Miller Genuine Draft,7125,Miller Genuine Draft (MGD),0.7,2,1,1,1,2
31379,Miller Genuine Draft,9222,Miller Genuine Draft (MGD),1.6,2,2,3,4,5
31380,Miller Genuine Draft,5571,Miller Genuine Draft (MGD),0.9,2,1,2,2,2
31381,Miller Genuine Draft,8876,Miller Genuine Draft (MGD),2.0,2,3,4,2,9
31382,Miller Genuine Draft,5001,Miller Genuine Draft (MGD),1.8,3,2,3,2,8
31383,Miller Genuine Draft,9307,Miller Genuine Draft (MGD),1.4,2,2,2,2,6
31384,Miller Genuine Draft,9321,Miller Genuine Draft (MGD),0.9,2,2,2,1,2
31385,Miller Genuine Draft,8363,Miller Genuine Draft (MGD),0.8,1,1,1,1,4
31386,Miller Genuine Draft,69,Miller Genuine Draft (MGD),1.4,3,2,3,1,5
31387,Miller Genuine Draft,9253,Miller Genuine Draft (MGD),1.6,3,2,4,1,6
31388,Miller Genuine Draft,8587,Miller Genuine Draft (MGD),1.4,2,2,3,2,5
31389,Miller Genuine Draft,7948,Miller Genuine Draft (MGD),2.0,3,3,4,2,8
31390,Miller Genuine Draft,6893,Miller Genuine Draft (MGD),1.0,3,1,2,2,2
31391,Miller Genuine Draft,9130,Miller Genuine Draft (MGD),1.4,5,3,1,1,4
31392,Miller Genuine Draft,5307,Miller Genuine Draft (MGD),1.8,3,2,4,3,6
31393,Miller Genuine Draft,2699,Miller Genuine Draft (MGD),1.1,2,2,2,2,3
31394,Miller Genuine Draft,8949,Miller Genuine Draft (MGD),1.4,2,2,3,2,5
31395,Miller Genuine Draft,6872,Miller Genuine Draft (MGD),0.8,2,2,1,1,2
31396,Miller Genuine Draft,8708,Miller Genuine Draft (MGD),1.9,2,3,4,2,8
31397,Miller Genuine Draft,2715,Miller Genuine Draft (MGD),0.6,1,1,1,1,2
31398,Miller Genuine Draft,9003,Miller Genuine Draft (MGD),2.9,3,3,6,4,13
31399,Miller Genuine Draft,1001,Miller Genuine Draft (MGD),1.8,3,2,4,2,7
31400,Miller Genuine Draft,5299,Miller Genuine Draft (MGD),1.5,3,2,3,2,5
31401,Miller Genuine Draft,8940,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31402,Miller Genuine Draft,1552,Miller Genuine Draft (MGD),0.6,1,1,1,1,2
31403,Miller Genuine Draft,7550,Miller Genuine Draft (MGD),1.6,4,1,4,2,5
31404,Miller Genuine Draft,8820,Miller Genuine Draft (MGD),2.0,4,2,4,3,7
31405,Miller Genuine Draft,6339,Miller Genuine Draft (MGD),0.8,2,1,2,1,2
31406,Miller Genuine Draft,8690,Miller Genuine Draft (MGD),3.2,6,4,8,5,9
31407,Miller Genuine Draft,8798,Miller Genuine Draft (MGD),0.8,2,1,2,1,2
31408,Miller Genuine Draft,7510,Miller Genuine Draft (MGD),1.6,3,2,3,2,6
31409,Miller Genuine Draft,7815,Miller Genuine Draft (MGD),1.2,3,2,2,2,3
31410,Miller Genuine Draft,1495,Miller Genuine Draft (MGD),1.5,2,2,2,3,6
31411,Miller Genuine Draft,8193,Miller Genuine Draft (MGD),1.2,2,2,3,2,3
31412,Miller Genuine Draft,8628,Miller Genuine Draft (MGD),3.5,7,5,8,3,12
31413,Miller Genuine Draft,7405,Miller Genuine Draft (MGD),1.2,2,2,3,1,4
31414,Miller Genuine Draft,7639,Miller Genuine Draft (MGD),1.6,4,2,4,2,4
31415,Miller Genuine Draft,278,Miller Genuine Draft (MGD),2.1,3,3,3,3,9
31416,Miller Genuine Draft,5283,Miller Genuine Draft (MGD),0.8,1,1,2,1,3
31417,Miller Genuine Draft,5348,Miller Genuine Draft (MGD),1.6,2,2,3,2,7
31418,Miller Genuine Draft,8488,Miller Genuine Draft (MGD),3.5,7,5,6,4,13
31419,Miller Genuine Draft,7982,Miller Genuine Draft (MGD),1.9,5,3,3,2,6
31420,Miller Genuine Draft,8341,Miller Genuine Draft (MGD),1.9,3,3,3,3,7
31421,Miller Genuine Draft,7477,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31422,Miller Genuine Draft,6181,Miller Genuine Draft (MGD),1.4,2,2,3,2,5
31423,Miller Genuine Draft,7833,Miller Genuine Draft (MGD),2.3,3,2,6,2,10
31424,Miller Genuine Draft,3577,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31425,Miller Genuine Draft,4979,Miller Genuine Draft (MGD),0.8,2,1,2,1,2
31426,Miller Genuine Draft,7033,Miller Genuine Draft (MGD),0.6,1,1,2,1,1
31427,Miller Genuine Draft,6377,Miller Genuine Draft (MGD),1.7,4,2,3,2,6
31428,Miller Genuine Draft,8034,Miller Genuine Draft (MGD),1.1,2,1,3,2,3
31429,Miller Genuine Draft,2098,Miller Genuine Draft (MGD),1.7,5,3,2,2,5
31430,Miller Genuine Draft,8112,Miller Genuine Draft (MGD),1.6,3,2,4,2,5
31431,Miller Genuine Draft,8097,Miller Genuine Draft (MGD),2.2,2,3,4,2,11
31432,Miller Genuine Draft,5777,Miller Genuine Draft (MGD),1.4,3,1,4,2,4
31433,Miller Genuine Draft,7907,Miller Genuine Draft (MGD),2.3,4,3,6,3,7
31434,Miller Genuine Draft,1069,Miller Genuine Draft (MGD),2.0,3,3,4,3,7
31435,Miller Genuine Draft,7891,Miller Genuine Draft (MGD),2.3,5,3,4,3,8
31436,Miller Genuine Draft,2502,Miller Genuine Draft (MGD),1.8,2,2,4,2,8
31437,Miller Genuine Draft,5099,Miller Genuine Draft (MGD),1.3,2,2,3,3,3
31438,Miller Genuine Draft,7914,Miller Genuine Draft (MGD),2.4,4,3,4,3,10
31439,Miller Genuine Draft,7913,Miller Genuine Draft (MGD),0.8,1,2,1,1,3
31440,Miller Genuine Draft,5773,Miller Genuine Draft (MGD),1.2,2,2,3,2,3
31441,Miller Genuine Draft,4822,Miller Genuine Draft (MGD),1.3,3,2,2,2,4
31442,Miller Genuine Draft,7783,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31443,Miller Genuine Draft,7848,Miller Genuine Draft (MGD),1.8,3,2,4,3,6
31444,Miller Genuine Draft,63,Miller Genuine Draft (MGD),0.9,1,2,2,1,3
31445,Miller Genuine Draft,7789,Miller Genuine Draft (MGD),3.6,3,4,9,3,17
31446,Miller Genuine Draft,7472,Miller Genuine Draft (MGD),1.3,2,2,3,2,4
31447,Miller Genuine Draft,3744,Miller Genuine Draft (MGD),0.8,1,2,1,1,3
31448,Miller Genuine Draft,5277,Miller Genuine Draft (MGD),3.8,6,4,8,4,16
31449,Miller Genuine Draft,3861,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31450,Miller Genuine Draft,6567,Miller Genuine Draft (MGD),1.1,1,1,2,2,5
31451,Miller Genuine Draft,7590,Miller Genuine Draft (MGD),5.0,10,5,10,5,20
31452,Miller Genuine Draft,7462,Miller Genuine Draft (MGD),1.6,3,2,3,3,5
31453,Miller Genuine Draft,6517,Miller Genuine Draft (MGD),2.0,3,2,4,3,8
31454,Miller Genuine Draft,7393,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31455,Miller Genuine Draft,4672,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31456,Miller Genuine Draft,7443,Miller Genuine Draft (MGD),1.7,3,2,4,3,5
31457,Miller Genuine Draft,7511,Miller Genuine Draft (MGD),3.2,7,4,8,3,10
31458,Miller Genuine Draft,3291,Miller Genuine Draft (MGD),3.4,8,4,6,4,12
31459,Miller Genuine Draft,5235,Miller Genuine Draft (MGD),0.8,3,1,1,1,2
31460,Miller Genuine Draft,7208,Miller Genuine Draft (MGD),0.6,1,2,1,1,1
31461,Miller Genuine Draft,6195,Miller Genuine Draft (MGD),1.5,1,3,3,2,6
31462,Miller Genuine Draft,7412,Miller Genuine Draft (MGD),2.0,3,2,4,2,9
31463,Miller Genuine Draft,6738,Miller Genuine Draft (MGD),1.7,2,2,4,3,6
31464,Miller Genuine Draft,6905,Miller Genuine Draft (MGD),1.4,2,2,4,2,4
31465,Miller Genuine Draft,5960,Miller Genuine Draft (MGD),1.8,3,3,4,3,5
31466,Miller Genuine Draft,6693,Miller Genuine Draft (MGD),1.9,4,4,3,1,7
31467,Miller Genuine Draft,7359,Miller Genuine Draft (MGD),1.9,3,2,5,2,7
31468,Miller Genuine Draft,7347,Miller Genuine Draft (MGD),1.9,4,2,5,2,6
31469,Miller Genuine Draft,6460,Miller Genuine Draft (MGD),1.8,2,3,3,3,7
31470,Miller Genuine Draft,7075,Miller Genuine Draft (MGD),1.8,2,2,5,2,7
31471,Miller Genuine Draft,6334,Miller Genuine Draft (MGD),1.9,3,3,4,2,7
31472,Miller Genuine Draft,6873,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31473,Miller Genuine Draft,1793,Miller Genuine Draft (MGD),0.8,2,1,2,1,2
31474,Miller Genuine Draft,1782,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31475,Miller Genuine Draft,7357,Miller Genuine Draft (MGD),1.6,3,2,3,2,6
31476,Miller Genuine Draft,7180,Miller Genuine Draft (MGD),2.1,4,2,5,2,8
31477,Miller Genuine Draft,6986,Miller Genuine Draft (MGD),1.3,2,2,2,1,6
31478,Miller Genuine Draft,5677,Miller Genuine Draft (MGD),0.8,1,2,1,2,2
31479,Miller Genuine Draft,6736,Miller Genuine Draft (MGD),0.6,1,2,1,1,1
31480,Miller Genuine Draft,3950,Miller Genuine Draft (MGD),0.9,2,2,2,1,2
31481,Miller Genuine Draft,4700,Miller Genuine Draft (MGD),1.5,2,2,4,2,5
31482,Miller Genuine Draft,5585,Miller Genuine Draft (MGD),2.1,3,2,5,3,8
31483,Miller Genuine Draft,5398,Miller Genuine Draft (MGD),1.9,3,2,4,2,8
31484,Miller Genuine Draft,2549,Miller Genuine Draft (MGD),3.5,7,3,7,4,14
31485,Miller Genuine Draft,7168,Miller Genuine Draft (MGD),1.4,2,2,4,2,4
31486,Miller Genuine Draft,6682,Miller Genuine Draft (MGD),1.1,2,1,3,1,4
31487,Miller Genuine Draft,2346,Miller Genuine Draft (MGD),1.7,3,3,4,3,4
31488,Miller Genuine Draft,5370,Miller Genuine Draft (MGD),2.2,4,2,5,2,9
31489,Miller Genuine Draft,6818,Miller Genuine Draft (MGD),1.5,3,2,2,1,7
31490,Miller Genuine Draft,7054,Miller Genuine Draft (MGD),2.1,3,3,4,2,9
31491,Miller Genuine Draft,6987,Miller Genuine Draft (MGD),1.9,1,4,4,3,7
31492,Miller Genuine Draft,6623,Miller Genuine Draft (MGD),1.7,3,2,3,2,7
31493,Miller Genuine Draft,6940,Miller Genuine Draft (MGD),1.1,2,1,2,1,5
31494,Miller Genuine Draft,6938,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31495,Miller Genuine Draft,6602,Miller Genuine Draft (MGD),1.1,1,1,2,1,6
31496,Miller Genuine Draft,6400,Miller Genuine Draft (MGD),2.0,2,3,4,2,9
31497,Miller Genuine Draft,6912,Miller Genuine Draft (MGD),1.5,3,2,3,2,5
31498,Miller Genuine Draft,3400,Miller Genuine Draft (MGD),1.4,2,1,3,2,6
31499,Miller Genuine Draft,6894,Miller Genuine Draft (MGD),1.7,2,2,3,3,7
31500,Miller Genuine Draft,6868,Miller Genuine Draft (MGD),1.9,3,2,3,1,10
31501,Miller Genuine Draft,6236,Miller Genuine Draft (MGD),1.3,2,2,3,1,5
31502,Miller Genuine Draft,5460,Miller Genuine Draft (MGD),1.8,2,2,5,2,7
31503,Miller Genuine Draft,5312,Miller Genuine Draft (MGD),0.9,1,2,2,2,2
31504,Miller Genuine Draft,6833,Miller Genuine Draft (MGD),1.1,2,2,2,2,3
31505,Miller Genuine Draft,2594,Miller Genuine Draft (MGD),1.7,3,2,4,3,5
31506,Miller Genuine Draft,6607,Miller Genuine Draft (MGD),1.4,3,2,3,2,4
31507,Miller Genuine Draft,6812,Miller Genuine Draft (MGD),4.3,8,5,7,4,19
31508,Miller Genuine Draft,6359,Miller Genuine Draft (MGD),1.6,2,3,3,2,6
31509,Miller Genuine Draft,6734,Miller Genuine Draft (MGD),0.8,1,2,1,2,2
31510,Miller Genuine Draft,6749,Miller Genuine Draft (MGD),1.2,3,2,1,5,1
31511,Miller Genuine Draft,6201,Miller Genuine Draft (MGD),1.8,4,3,4,2,5
31512,Miller Genuine Draft,3999,Miller Genuine Draft (MGD),1.7,4,2,3,2,6
31513,Miller Genuine Draft,6411,Miller Genuine Draft (MGD),1.3,1,2,3,2,5
31514,Miller Genuine Draft,6688,Miller Genuine Draft (MGD),1.1,1,2,2,2,4
31515,Miller Genuine Draft,4478,Miller Genuine Draft (MGD),1.5,1,2,3,4,5
31516,Miller Genuine Draft,6651,Miller Genuine Draft (MGD),1.4,3,2,3,2,4
31517,Miller Genuine Draft,5947,Miller Genuine Draft (MGD),4.0,8,4,8,4,16
31518,Miller Genuine Draft,6640,Miller Genuine Draft (MGD),2.1,2,3,4,2,10
31519,Miller Genuine Draft,6059,Miller Genuine Draft (MGD),1.9,5,2,4,2,6
31520,Miller Genuine Draft,6593,Miller Genuine Draft (MGD),2.6,6,3,6,4,7
31521,Miller Genuine Draft,6587,Miller Genuine Draft (MGD),2.1,3,2,3,3,10
31522,Miller Genuine Draft,5986,Miller Genuine Draft (MGD),1.3,1,4,2,2,4
31523,Miller Genuine Draft,6566,Miller Genuine Draft (MGD),4.8,9,5,10,5,19
31524,Miller Genuine Draft,6458,Miller Genuine Draft (MGD),1.3,3,2,3,1,4
31525,Miller Genuine Draft,5253,Miller Genuine Draft (MGD),1.3,3,2,1,2,5
31526,Miller Genuine Draft,6471,Miller Genuine Draft (MGD),2.5,3,5,3,2,12
31527,Miller Genuine Draft,6457,Miller Genuine Draft (MGD),3.0,6,4,4,3,13
31528,Miller Genuine Draft,6237,Miller Genuine Draft (MGD),0.7,1,3,1,1,1
31529,Miller Genuine Draft,6395,Miller Genuine Draft (MGD),2.1,4,3,4,3,7
31530,Miller Genuine Draft,4541,Miller Genuine Draft (MGD),1.5,2,2,4,2,5
31531,Miller Genuine Draft,2018,Miller Genuine Draft (MGD),2.1,6,3,4,3,5
31532,Miller Genuine Draft,6263,Miller Genuine Draft (MGD),3.4,5,3,8,3,15
31533,Miller Genuine Draft,4111,Miller Genuine Draft (MGD),1.6,4,3,2,3,4
31534,Miller Genuine Draft,3019,Miller Genuine Draft (MGD),1.4,4,2,2,1,5
31535,Miller Genuine Draft,6260,Miller Genuine Draft (MGD),2.2,4,2,5,2,9
31536,Miller Genuine Draft,6357,Miller Genuine Draft (MGD),1.7,3,2,3,2,7
31537,Miller Genuine Draft,5896,Miller Genuine Draft (MGD),2.4,6,3,7,2,6
31538,Miller Genuine Draft,5536,Miller Genuine Draft (MGD),1.1,2,2,2,1,4
31539,Miller Genuine Draft,6116,Miller Genuine Draft (MGD),0.8,1,2,2,1,2
31540,Miller Genuine Draft,6337,Miller Genuine Draft (MGD),1.6,3,2,3,2,6
31541,Miller Genuine Draft,5448,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31542,Miller Genuine Draft,6319,Miller Genuine Draft (MGD),1.6,3,2,3,1,7
31543,Miller Genuine Draft,6323,Miller Genuine Draft (MGD),0.8,2,2,1,1,2
31544,Miller Genuine Draft,5941,Miller Genuine Draft (MGD),2.4,3,3,4,3,11
31545,Miller Genuine Draft,6073,Miller Genuine Draft (MGD),1.0,1,1,2,3,3
31546,Miller Genuine Draft,5566,Miller Genuine Draft (MGD),1.4,2,3,2,2,5
31547,Miller Genuine Draft,939,Miller Genuine Draft (MGD),0.9,1,3,2,1,2
31548,Miller Genuine Draft,6004,Miller Genuine Draft (MGD),1.2,2,1,3,2,4
31549,Miller Genuine Draft,5938,Miller Genuine Draft (MGD),1.1,2,1,3,1,4
31550,Miller Genuine Draft,6246,Miller Genuine Draft (MGD),3.4,6,3,7,3,15
31551,Miller Genuine Draft,5332,Miller Genuine Draft (MGD),0.7,1,1,2,1,2
31552,Miller Genuine Draft,5853,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31553,Miller Genuine Draft,6183,Miller Genuine Draft (MGD),1.5,3,3,3,3,3
31554,Miller Genuine Draft,6174,Miller Genuine Draft (MGD),1.2,1,1,4,1,5
31555,Miller Genuine Draft,6162,Miller Genuine Draft (MGD),1.1,2,1,2,1,5
31556,Miller Genuine Draft,6164,Miller Genuine Draft (MGD),1.4,2,2,3,2,5
31557,Miller Genuine Draft,3128,Miller Genuine Draft (MGD),1.7,3,2,4,2,6
31558,Miller Genuine Draft,404,Miller Genuine Draft (MGD),2.2,5,2,5,2,8
31559,Miller Genuine Draft,4903,Miller Genuine Draft (MGD),2.1,3,2,5,3,8
31560,Miller Genuine Draft,6110,Miller Genuine Draft (MGD),4.0,7,4,8,4,17
31561,Miller Genuine Draft,5212,Miller Genuine Draft (MGD),1.6,2,2,3,2,7
31562,Miller Genuine Draft,5890,Miller Genuine Draft (MGD),1.1,2,2,3,2,2
31563,Miller Genuine Draft,5963,Miller Genuine Draft (MGD),2.6,5,3,5,3,10
31564,Miller Genuine Draft,5823,Miller Genuine Draft (MGD),1.3,2,3,2,1,5
31565,Miller Genuine Draft,1522,Miller Genuine Draft (MGD),1.5,2,2,3,3,5
31566,Miller Genuine Draft,2876,Miller Genuine Draft (MGD),1.5,2,2,3,3,5
31567,Miller Genuine Draft,4086,Miller Genuine Draft (MGD),1.6,3,3,3,1,6
31568,Miller Genuine Draft,5884,Miller Genuine Draft (MGD),1.8,2,3,3,2,8
31569,Miller Genuine Draft,3701,Miller Genuine Draft (MGD),0.6,1,1,1,1,2
31570,Miller Genuine Draft,5443,Miller Genuine Draft (MGD),3.0,6,3,6,3,12
31571,Miller Genuine Draft,2788,Miller Genuine Draft (MGD),1.4,2,1,3,1,7
31572,Miller Genuine Draft,5210,Miller Genuine Draft (MGD),2.4,4,2,5,2,11
31573,Miller Genuine Draft,5000,Miller Genuine Draft (MGD),1.0,2,1,2,1,4
31574,Miller Genuine Draft,2392,Miller Genuine Draft (MGD),2.9,6,4,6,4,9
31575,Miller Genuine Draft,5252,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31576,Miller Genuine Draft,5844,Miller Genuine Draft (MGD),0.7,1,1,2,1,2
31577,Miller Genuine Draft,5836,Miller Genuine Draft (MGD),0.8,1,1,2,1,3
31578,Miller Genuine Draft,968,Miller Genuine Draft (MGD),0.9,2,1,2,1,3
31579,Miller Genuine Draft,5807,Miller Genuine Draft (MGD),3.0,6,3,6,3,12
31580,Miller Genuine Draft,5806,Miller Genuine Draft (MGD),3.8,7,2,8,4,17
31581,Miller Genuine Draft,2208,Miller Genuine Draft (MGD),0.5,1,1,1,1,1
31582,Miller Genuine Draft,4759,Miller Genuine Draft (MGD),2.3,4,3,4,4,8
31583,Miller Genuine Draft,4082,Miller Genuine Draft (MGD),1.8,5,2,4,2,5
31584,Miller Genuine Draft,598,Miller Genuine Draft (MGD),3.2,7,3,6,2,14
31585,Miller Genuine Draft,5412,Miller Genuine Draft (MGD),0.9,2,2,2,1,2
31586,Miller Genuine Draft,3947,Miller Genuine Draft (MGD),1.1,2,2,2,1,4
31587,Miller Genuine Draft,5664,Miller Genuine Draft (MGD),2.6,2,2,6,2,14
31588,Miller Genuine Draft,5328,Miller Genuine Draft (MGD),1.3,3,2,2,3,3
31589,Miller Genuine Draft,5657,Miller Genuine Draft (MGD),1.8,3,3,3,2,7
31590,Miller Genuine Draft,4660,Miller Genuine Draft (MGD),2.5,5,3,4,3,10
31591,Miller Genuine Draft,5659,Miller Genuine Draft (MGD),1.7,3,2,4,2,6
31592,Miller Genuine Draft,1772,Miller Genuine Draft (MGD),3.0,4,4,7,1,14
31593,Miller Genuine Draft,5422,Miller Genuine Draft (MGD),1.5,3,2,4,2,4
31594,Miller Genuine Draft,5374,Miller Genuine Draft (MGD),2.3,3,2,4,2,12
31595,Miller Genuine Draft,5616,Miller Genuine Draft (MGD),3.9,7,3,9,5,15
31596,Miller Genuine Draft,5625,Miller Genuine Draft (MGD),4.3,8,5,9,4,17
31597,Miller Genuine Draft,5510,Miller Genuine Draft (MGD),1.8,4,3,3,2,6
31598,Miller Genuine Draft,3728,Miller Genuine Draft (MGD),2.9,4,4,7,2,12
31599,Miller Genuine Draft,1897,Miller Genuine Draft (MGD),1.1,3,1,2,2,3
31600,Miller Genuine Draft,5011,Miller Genuine Draft (MGD),0.9,1,2,2,1,3
31601,Miller Genuine Draft,4494,Miller Genuine Draft (MGD),1.1,2,2,2,2,3
